gene	ID	chr	start	end	discription
FAM120A	ENSG00000048828	9	96214004	96328397	family with sequence similarity 120A 
PHF2	ENSG00000197724	9	96338689	96441869	PHD finger protein 2 
BARX1	ENSG00000131668	9	96713905	96717654	BARX homeobox 1 
PTPDC1	ENSG00000158079	9	96793076	96872138	protein tyrosine phosphatase domain containing 1 
ZNF169	ENSG00000175787	9	97021593	97063736	zinc finger protein 169 
NUTM2F	ENSG00000130950	9	97077605	97090926	NUT family member 2F 
HIATL1	ENSG00000148110	9	97136833	97223324	hippocampus abundant transcript-like 1 
FBP2	ENSG00000130957	9	97321002	97356075	fructose-1,6-bisphosphatase 2 
FBP1	ENSG00000165140	9	97365415	97402531	fructose-1,6-bisphosphatase 1 
C9orf3	ENSG00000148120	9	97488983	97849441	chromosome 9 open reading frame 3 
FANCC	ENSG00000158169	9	97861336	98079991	Fanconi anemia, complementation group C 
PTCH1	ENSG00000185920	9	98205262	98279339	patched 1 
ERCC6L2	ENSG00000182150	9	98637983	98776842	excision repair cross-complementing rodent repair deficiency, complementation group 6-like 2 
HSD17B3	ENSG00000130948	9	98997588	99064434	hydroxysteroid (17-beta) dehydrogenase 3 
SLC35D2	ENSG00000130958	9	99082988	99145992	solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2 
ZNF367	ENSG00000165244	9	99148223	99180611	zinc finger protein 367 
HABP4	ENSG00000130956	9	99212483	99253618	hyaluronan binding protein 4 
CDC14B	ENSG00000081377	9	99252523	99382112	cell division cycle 14B 
AAED1	ENSG00000158122	9	99401859	99417585	AhpC/TSA antioxidant enzyme domain containing 1 
ZNF510	ENSG00000081386	9	99518147	99540411	zinc finger protein 510 
ZNF782	ENSG00000196597	9	99578754	99637905	zinc finger protein 782 
HIATL2	ENSG00000196312	9	99660348	99775862	hippocampus abundant transcript-like 2 
NUTM2G	ENSG00000188152	9	99690592	99702535	NUT family member 2G 
CTSV	ENSG00000136943	9	99794940	99801925	cathepsin V 
CCDC180	ENSG00000197816	9	100000765	100140806	coiled-coil domain containing 180 
TDRD7	ENSG00000196116	9	100174232	100258407	tudor domain containing 7 
TMOD1	ENSG00000136842	9	100263462	100364023	tropomodulin 1 
TSTD2	ENSG00000136925	9	100362362	100395962	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 
NCBP1	ENSG00000136937	9	100395908	100436030	nuclear cap binding protein subunit 1, 80kDa 
XPA	ENSG00000136936	9	100437191	100459639	xeroderma pigmentosum, complementation group A 
FOXE1	ENSG00000178919	9	100615536	100618986	forkhead box E1 (thyroid transcription factor 2) 
C9orf156	ENSG00000136932	9	100666771	100684852	chromosome 9 open reading frame 156 
HEMGN	ENSG00000136929	9	100689073	100707138	hemogen 
ANP32B	ENSG00000136938	9	100745643	100778225	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B 
NANS	ENSG00000095380	9	100819021	100845357	N-acetylneuraminic acid synthase 
TRIM14	ENSG00000106785	9	100831557	100881494	tripartite motif containing 14 
CORO2A	ENSG00000106789	9	100883257	100954922	coronin, actin binding protein, 2A 
TBC1D2	ENSG00000095383	9	100961311	101017915	TBC1 domain family, member 2 
GABBR2	ENSG00000136928	9	101050391	101471479	gamma-aminobutyric acid (GABA) B receptor, 2 
ANKS6	ENSG00000165138	9	101493611	101559247	ankyrin repeat and sterile alpha motif domain containing 6 
GALNT12	ENSG00000119514	9	101569981	101612363	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12) 
COL15A1	ENSG00000204291	9	101705461	101833069	collagen, type XV, alpha 1 
TGFBR1	ENSG00000106799	9	101866320	101916474	transforming growth factor, beta receptor 1 
ALG2	ENSG00000119523	9	101978708	101984238	ALG2, alpha-1,3/1,6-mannosyltransferase 
SEC61B	ENSG00000106803	9	101984346	101992897	Sec61 beta subunit 
NR4A3	ENSG00000119508	9	102584137	102629173	nuclear receptor subfamily 4, group A, member 3 
STX17	ENSG00000136874	9	102668915	102732618	syntaxin 17 
ERP44	ENSG00000023318	9	102741461	102861322	endoplasmic reticulum protein 44 
INVS	ENSG00000119509	9	102861538	103063282	inversin 
TEX10	ENSG00000136891	9	103064359	103115221	testis expressed 10 
MSANTD3	ENSG00000066697	9	103189438	103213511	Myb/SANT-like DNA-binding domain containing 3 
MSANTD3-TMEFF1	ENSG00000251349	9	103204553	103339918	MSANTD3-TMEFF1 readthrough 
TMEFF1	ENSG00000241697	9	103204560	103339918	transmembrane protein with EGF-like and two follistatin-like domains 1 
MURC	ENSG00000170681	9	103340361	103350188	muscle-related coiled-coil protein 
BAAT	ENSG00000136881	9	104122699	104145801	bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase) 
MRPL50	ENSG00000136897	9	104149915	104160896	mitochondrial ribosomal protein L50 
ZNF189	ENSG00000136870	9	104161155	104172942	zinc finger protein 189 
ALDOB	ENSG00000136872	9	104182860	104198105	aldolase B, fructose-bisphosphate 
TMEM246	ENSG00000165152	9	104235453	104295819	transmembrane protein 246 
RNF20	ENSG00000155827	9	104296133	104325622	ring finger protein 20, E3 ubiquitin protein ligase 
GRIN3A	ENSG00000198785	9	104331635	104500862	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A 
PPP3R2	ENSG00000188386	9	104353897	104357283	protein phosphatase 3, regulatory subunit B, beta 
CYLC2	ENSG00000155833	9	105757593	105780770	cylicin, basic protein of sperm head cytoskeleton 2 
SMC2	ENSG00000136824	9	106856541	106903698	structural maintenance of chromosomes 2 
OR13F1	ENSG00000186881	9	107266455	107267547	olfactory receptor, family 13, subfamily F, member 1 
OR13C4	ENSG00000148136	9	107288534	107289490	olfactory receptor, family 13, subfamily C, member 4 
OR13C3	ENSG00000204246	9	107298030	107299137	olfactory receptor, family 13, subfamily C, member 3 
OR13C8	ENSG00000186943	9	107331449	107332411	olfactory receptor, family 13, subfamily C, member 8 
OR13C5	ENSG00000255800	9	107360650	107361788	olfactory receptor, family 13, subfamily C, member 5 
OR13C2	ENSG00000257019	9	107366924	107367951	olfactory receptor, family 13, subfamily C, member 2 
OR13C9	ENSG00000136839	9	107379529	107380485	olfactory receptor, family 13, subfamily C, member 9 
OR13D1	ENSG00000179055	9	107456660	107457766	olfactory receptor, family 13, subfamily D, member 1 
NIPSNAP3A	ENSG00000136783	9	107509969	107522403	nipsnap homolog 3A (C. elegans) 
NIPSNAP3B	ENSG00000165028	9	107526438	107539738	nipsnap homolog 3B (C. elegans) 
ABCA1	ENSG00000165029	9	107543283	107690518	ATP-binding cassette, sub-family A (ABC1), member 1 
SLC44A1	ENSG00000070214	9	108006903	108201452	solute carrier family 44 (choline transporter), member 1 
FSD1L	ENSG00000106701	9	108210077	108314714	fibronectin type III and SPRY domain containing 1-like 
FKTN	ENSG00000106692	9	108320411	108403399	fukutin 
TAL2	ENSG00000186051	9	108424738	108425367	T-cell acute lymphocytic leukemia 2 
TMEM38B	ENSG00000095209	9	108456825	108538893	transmembrane protein 38B 
ZNF462	ENSG00000148143	9	109625378	109775915	zinc finger protein 462 
RAD23B	ENSG00000119318	9	110045418	110094475	RAD23 homolog B (S. cerevisiae) 
KLF4	ENSG00000136826	9	110247133	110252763	Kruppel-like factor 4 (gut) 
ACTL7B	ENSG00000148156	9	111616871	111619239	actin-like 7B 
ACTL7A	ENSG00000187003	9	111624603	111626035	actin-like 7A 
IKBKAP	ENSG00000070061	9	111629797	111696396	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein 
FAM206A	ENSG00000119328	9	111696461	111713024	family with sequence similarity 206, member A 
CTNNAL1	ENSG00000119326	9	111704851	111775809	catenin (cadherin-associated protein), alpha-like 1 
TMEM245	ENSG00000106771	9	111777432	111882225	transmembrane protein 245 
FRRS1L	ENSG00000136805	9	111899167	111929571	ferric-chelate reductase 1-like 
EPB41L4B	ENSG00000095203	9	111934255	112083244	erythrocyte membrane protein band 4.1 like 4B 
PTPN3	ENSG00000070159	9	112137746	112260590	protein tyrosine phosphatase, non-receptor type 3 
PALM2	ENSG00000243444	9	112403068	112713755	paralemmin 2 
PALM2-AKAP2	ENSG00000157654	9	112542589	112934792	PALM2-AKAP2 readthrough 
AKAP2	ENSG00000241978	9	112542769	112934792	A kinase (PRKA) anchor protein 2 
C9orf152	ENSG00000188959	9	112952328	112970469	chromosome 9 open reading frame 152 
TXN	ENSG00000136810	9	113006091	113018920	thioredoxin 
TXNDC8	ENSG00000204193	9	113065801	113100127	thioredoxin domain containing 8 (spermatozoa) 
SVEP1	ENSG00000165124	9	113127531	113342160	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 
MUSK	ENSG00000030304	9	113431051	113563859	muscle, skeletal, receptor tyrosine kinase 
LPAR1	ENSG00000198121	9	113635543	113800981	lysophosphatidic acid receptor 1 
OR2K2	ENSG00000171133	9	114089763	114090800	olfactory receptor, family 2, subfamily K, member 2 
KIAA0368	ENSG00000136813	9	114122972	114247025	KIAA0368 
ZNF483	ENSG00000173258	9	114287439	114340124	zinc finger protein 483 
PTGR1	ENSG00000106853	9	114312002	114362135	prostaglandin reductase 1 
DNAJC25	ENSG00000059769	9	114393632	114432508	DnaJ (Hsp40) homolog, subfamily C , member 25 
DNAJC25-GNG10	ENSG00000244115	9	114393666	114432509	DNAJC25-GNG10 readthrough 
GNG10	ENSG00000242616	9	114423615	114432526	guanine nucleotide binding protein (G protein), gamma 10 
C9orf84	ENSG00000165181	9	114448453	114557288	chromosome 9 open reading frame 84 
UGCG	ENSG00000148154	9	114659046	114697649	UDP-glucose ceramide glucosyltransferase 
SUSD1	ENSG00000106868	9	114803065	114937688	sushi domain containing 1 
PTBP3	ENSG00000119314	9	114980715	115095947	polypyrimidine tract binding protein 3 
HSDL2	ENSG00000119471	9	115142217	115234690	hydroxysteroid dehydrogenase like 2 
C9orf147	ENSG00000230185	9	115196096	115249484	chromosome 9 open reading frame 147 
KIAA1958	ENSG00000165185	9	115249127	115431677	KIAA1958 
INIP	ENSG00000148153	9	115446206	115480516	INTS3 and NABP interacting protein 
SNX30	ENSG00000148158	9	115513118	115643951	sorting nexin family member 30 
SLC46A2	ENSG00000119457	9	115641200	115653193	solute carrier family 46, member 2 
ZFP37	ENSG00000136866	9	115800660	115819039	ZFP37 zinc finger protein 
SLC31A2	ENSG00000136867	9	115913222	115926417	solute carrier family 31 (copper transporter), member 2 
FKBP15	ENSG00000119321	9	115923286	115983641	FK506 binding protein 15, 133kDa 
SLC31A1	ENSG00000136868	9	115983808	116028674	solute carrier family 31 (copper transporter), member 1 
CDC26	ENSG00000176386	9	116018115	116037869	cell division cycle 26 
PRPF4	ENSG00000136875	9	116037623	116055185	PRP4 pre-mRNA processing factor 4 homolog (yeast) 
RNF183	ENSG00000165188	9	116059373	116065656	ring finger protein 183 
WDR31	ENSG00000148225	9	116075502	116102578	WD repeat domain 31 
BSPRY	ENSG00000119411	9	116111821	116133513	B-box and SPRY domain containing 
HDHD3	ENSG00000119431	9	116135699	116139279	haloacid dehalogenase-like hydrolase domain containing 3 
ALAD	ENSG00000148218	9	116148597	116163613	aminolevulinate dehydratase 
POLE3	ENSG00000148229	9	116169515	116172952	polymerase (DNA directed), epsilon 3, accessory subunit 
C9orf43	ENSG00000157653	9	116172334	116191964	chromosome 9 open reading frame 43 
RGS3	ENSG00000138835	9	116207011	116360018	regulator of G-protein signaling 3 
ZNF618	ENSG00000157657	9	116638562	116818871	zinc finger protein 618 
AMBP	ENSG00000106927	9	116822407	116840752	alpha-1-microglobulin/bikunin precursor 
KIF12	ENSG00000136883	9	116848406	116861507	kinesin family member 12 
COL27A1	ENSG00000196739	9	116917840	117074791	collagen, type XXVII, alpha 1 
ORM1	ENSG00000229314	9	117085336	117088755	orosomucoid 1 
ORM2	ENSG00000228278	9	117092149	117095532	orosomucoid 2 
AKNA	ENSG00000106948	9	117096436	117156685	AT-hook transcription factor 
DFNB31	ENSG00000095397	9	117164360	117267730	deafness, autosomal recessive 31 
ATP6V1G1	ENSG00000136888	9	117350026	117360653	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 
C9orf91	ENSG00000157693	9	117373486	117408702	chromosome 9 open reading frame 91 
TNFSF15	ENSG00000181634	9	117546915	117568406	tumor necrosis factor (ligand) superfamily, member 15 
TNFSF8	ENSG00000106952	9	117656003	117692697	tumor necrosis factor (ligand) superfamily, member 8 
TNC	ENSG00000041982	9	117782806	117880536	tenascin C 
DEC1	ENSG00000173077	9	117904097	118164923	deleted in esophageal cancer 1 
PAPPA	ENSG00000182752	9	118916083	119164601	pregnancy-associated plasma protein A, pappalysin 1 
PAPPA-AS1	ENSG00000256040	9	119160439	119162885	PAPPA antisense RNA 1 
ASTN2	ENSG00000148219	9	119187504	120177348	astrotactin 2 
TRIM32	ENSG00000119401	9	119449581	119463579	tripartite motif containing 32 
TLR4	ENSG00000136869	9	120466610	120479149	toll-like receptor 4 
DBC1	ENSG00000078725	9	121915736	122131745	deleted in bladder cancer 1 
CDK5RAP2	ENSG00000136861	9	123151147	123342448	CDK5 regulatory subunit associated protein 2 
MEGF9	ENSG00000106780	9	123363091	123476748	multiple EGF-like-domains 9 
FBXW2	ENSG00000119402	9	123514256	123555690	F-box and WD repeat domain containing 2 
PSMD5	ENSG00000095261	9	123577774	123605262	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5 
PHF19	ENSG00000119403	9	123617977	123639606	PHD finger protein 19 
TRAF1	ENSG00000056558	9	123664671	123691451	TNF receptor-associated factor 1 
C5	ENSG00000106804	9	123714616	123812554	complement component 5 
CNTRL	ENSG00000119397	9	123837141	123939888	centriolin 
RAB14	ENSG00000119396	9	123940415	123985292	RAB14, member RAS oncogene family 
GSN	ENSG00000148180	9	123970072	124095121	gelsolin 
STOM	ENSG00000148175	9	124101355	124132531	stomatin 
DAB2IP	ENSG00000136848	9	124329336	124547809	DAB2 interacting protein 
TTLL11	ENSG00000175764	9	124584207	124855885	tubulin tyrosine ligase-like family, member 11 
NDUFA8	ENSG00000119421	9	124894745	124922098	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa 
MORN5	ENSG00000185681	9	124922190	124962367	MORN repeat containing 5 
LHX6	ENSG00000106852	9	124964856	124991905	LIM homeobox 6 
RBM18	ENSG00000119446	9	124999903	125027118	RNA binding motif protein 18 
MRRF	ENSG00000148187	9	125026882	125085743	mitochondrial ribosome recycling factor 
PTGS1	ENSG00000095303	9	125132824	125157982	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) 
OR1J1	ENSG00000136834	9	125239220	125240235	olfactory receptor, family 1, subfamily J, member 1 
OR1J2	ENSG00000197233	9	125273081	125274022	olfactory receptor, family 1, subfamily J, member 2 
OR1J4	ENSG00000239590	9	125281420	125282361	olfactory receptor, family 1, subfamily J, member 4 
OR1N1	ENSG00000171505	9	125288637	125289572	olfactory receptor, family 1, subfamily N, member 1 
OR1N2	ENSG00000171501	9	125315391	125316493	olfactory receptor, family 1, subfamily N, member 2 
OR1L8	ENSG00000171496	9	125329778	125330838	olfactory receptor, family 1, subfamily L, member 8 
OR1Q1	ENSG00000165202	9	125376948	125378026	olfactory receptor, family 1, subfamily Q, member 1 
OR1B1	ENSG00000171484	9	125390858	125391852	olfactory receptor, family 1, subfamily B, member 1 
OR1L1	ENSG00000173679	9	125423845	125424927	olfactory receptor, family 1, subfamily L, member 1 
OR1L3	ENSG00000171481	9	125437315	125438432	olfactory receptor, family 1, subfamily L, member 3 
OR1L4	ENSG00000136939	9	125486269	125487204	olfactory receptor, family 1, subfamily L, member 4 
OR1L6	ENSG00000171459	9	125512019	125513062	olfactory receptor, family 1, subfamily L, member 6 
OR5C1	ENSG00000148215	9	125551150	125552237	olfactory receptor, family 5, subfamily C, member 1 
PDCL	ENSG00000136940	9	125560668	125590910	phosducin-like 
OR1K1	ENSG00000165204	9	125562370	125563395	olfactory receptor, family 1, subfamily K, member 1 
RC3H2	ENSG00000056586	9	125606835	125667620	ring finger and CCCH-type domains 2 
ZBTB6	ENSG00000186130	9	125670335	125675609	zinc finger and BTB domain containing 6 
ZBTB26	ENSG00000171448	9	125677845	125693779	zinc finger and BTB domain containing 26 
RABGAP1	ENSG00000011454	9	125703112	125867145	RAB GTPase activating protein 1 
GPR21	ENSG00000188394	9	125796806	125797975	G protein-coupled receptor 21 
STRBP	ENSG00000165209	9	125871779	126030855	spermatid perinuclear RNA binding protein 
CRB2	ENSG00000148204	9	126118449	126142603	crumbs homolog 2 (Drosophila) 
DENND1A	ENSG00000119522	9	126141933	126692431	DENN/MADD domain containing 1A 
LHX2	ENSG00000106689	9	126763949	126795580	LIM homeobox 2 
NEK6	ENSG00000119408	9	127019885	127115586	NIMA-related kinase 6 
PSMB7	ENSG00000136930	9	127115745	127177723	proteasome (prosome, macropain) subunit, beta type, 7 
GPR144	ENSG00000180264	9	127213423	127239379	G protein-coupled receptor 144 
NR5A1	ENSG00000136931	9	127243516	127269709	nuclear receptor subfamily 5, group A, member 1 
NR6A1	ENSG00000148200	9	127279554	127533589	nuclear receptor subfamily 6, group A, member 1 
OLFML2A	ENSG00000185585	9	127539437	127577164	olfactomedin-like 2A 
WDR38	ENSG00000136918	9	127615755	127620160	WD repeat domain 38 
RPL35	ENSG00000136942	9	127620159	127624260	ribosomal protein L35 
ARPC5L	ENSG00000136950	9	127624409	127640003	actin related protein 2/3 complex, subunit 5-like 
GOLGA1	ENSG00000136935	9	127640646	127710771	golgin A1 
SCAI	ENSG00000173611	9	127714380	127905785	suppressor of cancer cell invasion 
PPP6C	ENSG00000119414	9	127908852	127952218	protein phosphatase 6, catalytic subunit 
RABEPK	ENSG00000136933	9	127962821	127996437	Rab9 effector protein with kelch motifs 
HSPA5	ENSG00000044574	9	127997132	128003609	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) 
GAPVD1	ENSG00000165219	9	128024073	128129486	GTPase activating protein and VPS9 domains 1 
MAPKAP1	ENSG00000119487	9	128199672	128469513	mitogen-activated protein kinase associated protein 1 
PBX3	ENSG00000167081	9	128509624	128729656	pre-B-cell leukemia homeobox 3 
MVB12B	ENSG00000196814	9	129089128	129269320	multivesicular body subunit 12B 
LMX1B	ENSG00000136944	9	129376722	129463311	LIM homeobox transcription factor 1, beta 
ZBTB43	ENSG00000169155	9	129567285	129600489	zinc finger and BTB domain containing 43 
ZBTB34	ENSG00000177125	9	129622944	129648157	zinc finger and BTB domain containing 34 
RALGPS1	ENSG00000136828	9	129677053	129985445	Ral GEF with PH domain and SH3 binding motif 1 
ANGPTL2	ENSG00000136859	9	129849611	129885162	angiopoietin-like 2 
GARNL3	ENSG00000136895	9	129986544	130155939	GTPase activating Rap/RanGAP domain-like 3 
SLC2A8	ENSG00000136856	9	130159421	130170703	solute carrier family 2 (facilitated glucose transporter), member 8 
ZNF79	ENSG00000196152	9	130186661	130207651	zinc finger protein 79 
RPL12	ENSG00000197958	9	130209953	130213684	ribosomal protein L12 
LRSAM1	ENSG00000148356	9	130213765	130265780	leucine rich repeat and sterile alpha motif containing 1 
FAM129B	ENSG00000136830	9	130267618	130341268	family with sequence similarity 129, member B 
STXBP1	ENSG00000136854	9	130374544	130457460	syntaxin binding protein 1 
PTRH1	ENSG00000187024	9	130455257	130487152	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae) 
C9orf117	ENSG00000160401	9	130469268	130478281	chromosome 9 open reading frame 117 
TTC16	ENSG00000167094	9	130478345	130493879	tetratricopeptide repeat domain 16 
